"characteristicType","startDate","endDate","numSites","numResults"
"Inorganics, Minor, Non-metals","1925-01-01","1925-12-31",1,3
"Inorganics, Minor, Non-metals","1926-01-01","1926-12-31",1,1
"Inorganics, Minor, Non-metals","1927-01-01","1927-12-31",3,9
"Inorganics, Minor, Non-metals","1928-01-01","1928-12-31",6,83
"Inorganics, Minor, Non-metals","1929-01-01","1929-12-31",6,207
"Inorganics, Minor, Non-metals","1930-01-01","1930-12-31",28,227
"Inorganics, Minor, Non-metals","1931-01-01","1931-12-31",17,263
"Inorganics, Minor, Non-metals","1932-01-01","1932-12-31",26,251
"Inorganics, Minor, Non-metals","1933-01-01","1933-12-31",17,224
"Inorganics, Minor, Non-metals","1934-01-01","1934-12-31",15,223
"Inorganics, Minor, Non-metals","1935-01-01","1935-12-31",55,248
"Inorganics, Minor, Non-metals","1936-01-01","1936-12-31",29,151
"Inorganics, Minor, Non-metals","1937-01-01","1937-12-31",98,218
"Inorganics, Minor, Non-metals","1938-01-01","1938-12-31",171,310
"Inorganics, Minor, Non-metals","1939-01-01","1939-12-31",161,296
"Inorganics, Minor, Non-metals","1940-01-01","1940-12-31",10,139
"Inorganics, Minor, Non-metals","1941-01-01","1941-12-31",33,151
"Inorganics, Minor, Non-metals","1942-01-01","1942-12-31",20,158
"Inorganics, Minor, Non-metals","1943-01-01","1943-12-31",119,215
"Inorganics, Minor, Non-metals","1944-01-01","1944-12-31",68,186
"Inorganics, Minor, Non-metals","1945-01-01","1945-12-31",31,206
"Inorganics, Minor, Non-metals","1946-01-01","1946-12-31",137,283
"Inorganics, Minor, Non-metals","1947-01-01","1947-12-31",217,523
"Inorganics, Minor, Non-metals","1948-01-01","1948-12-31",240,855
"Inorganics, Minor, Non-metals","1949-01-01","1949-12-31",366,862
"Inorganics, Minor, Non-metals","1950-01-01","1950-12-31",438,824
"Inorganics, Minor, Non-metals","1951-01-01","1951-12-31",1142,1976
"Inorganics, Minor, Non-metals","1952-01-01","1952-12-31",636,1728
"Inorganics, Minor, Non-metals","1953-01-01","1953-12-31",848,2262
"Inorganics, Minor, Non-metals","1954-01-01","1954-12-31",722,2231
"Inorganics, Minor, Non-metals","1955-01-01","1955-12-31",913,2705
"Inorganics, Minor, Non-metals","1956-01-01","1956-12-31",996,3185
"Inorganics, Minor, Non-metals","1957-01-01","1957-12-31",1096,3391
"Inorganics, Minor, Non-metals","1958-01-01","1958-12-31",1155,3420
"Inorganics, Minor, Non-metals","1959-01-01","1959-12-31",1464,3661
"Inorganics, Minor, Non-metals","1960-01-01","1960-12-31",1883,5241
"Inorganics, Minor, Non-metals","1961-01-01","1961-12-31",2031,6612
"Inorganics, Minor, Non-metals","1962-01-01","1962-12-31",2064,7155
"Inorganics, Minor, Non-metals","1963-01-01","1963-12-31",2237,6820
"Inorganics, Minor, Non-metals","1964-01-01","1964-12-31",2635,7748
"Inorganics, Minor, Non-metals","1965-01-01","1965-12-31",2539,7651
"Inorganics, Minor, Non-metals","1966-01-01","1966-12-31",2392,7108
"Inorganics, Minor, Non-metals","1967-01-01","1967-12-31",2813,8097
"Inorganics, Minor, Non-metals","1968-01-01","1968-12-31",3127,9585
"Inorganics, Minor, Non-metals","1969-01-01","1969-12-31",2938,10381
"Inorganics, Minor, Non-metals","1970-01-01","1970-12-31",3804,12809
"Inorganics, Minor, Non-metals","1971-01-01","1971-12-31",4752,15964
"Inorganics, Minor, Non-metals","1972-01-01","1972-12-31",4970,17494
"Inorganics, Minor, Non-metals","1973-01-01","1973-12-31",5675,21139
"Inorganics, Minor, Non-metals","1974-01-01","1974-12-31",7352,31254
"Inorganics, Minor, Non-metals","1975-01-01","1975-12-31",9088,45901
"Inorganics, Minor, Non-metals","1976-01-01","1976-12-31",14261,61272
"Inorganics, Minor, Non-metals","1977-01-01","1977-12-31",15987,60300
"Inorganics, Minor, Non-metals","1978-01-01","1978-12-31",22622,88385
"Inorganics, Minor, Non-metals","1979-01-01","1979-12-31",15022,76781
"Inorganics, Minor, Non-metals","1980-01-01","1980-12-31",12998,72304
"Inorganics, Minor, Non-metals","1981-01-01","1981-12-31",10828,61905
"Inorganics, Minor, Non-metals","1982-01-01","1982-12-31",9305,49753
"Inorganics, Minor, Non-metals","1983-01-01","1983-12-31",8741,39508
"Inorganics, Minor, Non-metals","1984-01-01","1984-12-31",7728,38924
"Inorganics, Minor, Non-metals","1985-01-01","1985-12-31",8068,40567
"Inorganics, Minor, Non-metals","1986-01-01","1986-12-31",8658,44692
"Inorganics, Minor, Non-metals","1987-01-01","1987-12-31",9316,50273
"Inorganics, Minor, Non-metals","1988-01-01","1988-12-31",8448,47775
"Inorganics, Minor, Non-metals","1989-01-01","1989-12-31",8186,44174
"Inorganics, Minor, Non-metals","1990-01-01","1990-12-31",8021,45330
"Inorganics, Minor, Non-metals","1991-01-01","1991-12-31",12594,63482
"Inorganics, Minor, Non-metals","1992-01-01","1992-12-31",8812,52073
"Inorganics, Minor, Non-metals","1993-01-01","1993-12-31",9920,55171
"Inorganics, Minor, Non-metals","1994-01-01","1994-12-31",9241,54406
"Inorganics, Minor, Non-metals","1995-01-01","1995-12-31",10535,57615
"Inorganics, Minor, Non-metals","1996-01-01","1996-12-31",9051,57775
"Inorganics, Minor, Non-metals","1997-01-01","1997-12-31",10908,71731
"Inorganics, Minor, Non-metals","1998-01-01","1998-12-31",13256,87863
"Inorganics, Minor, Non-metals","1999-01-01","1999-12-31",14242,100227
"Inorganics, Minor, Non-metals","2000-01-01","2000-12-31",16772,104329
"Inorganics, Minor, Non-metals","2001-01-01","2001-12-31",15659,112177
"Inorganics, Minor, Non-metals","2002-01-01","2002-12-31",17050,116482
"Inorganics, Minor, Non-metals","2003-01-01","2003-12-31",15697,122980
"Inorganics, Minor, Non-metals","2004-01-01","2004-12-31",19027,130309
"Inorganics, Minor, Non-metals","2005-01-01","2005-12-31",18312,144168
"Inorganics, Minor, Non-metals","2006-01-01","2006-12-31",16853,136342
"Inorganics, Minor, Non-metals","2007-01-01","2007-12-31",15047,133557
"Inorganics, Minor, Non-metals","2008-01-01","2008-12-31",14586,132265
"Inorganics, Minor, Non-metals","2009-01-01","2009-12-31",14092,133464
"Inorganics, Minor, Non-metals","2010-01-01","2010-12-31",14716,134420
"Inorganics, Minor, Non-metals","2011-01-01","2011-12-31",14255,137666
"Inorganics, Minor, Non-metals","2012-01-01","2012-12-31",14443,141240
"Inorganics, Minor, Non-metals","2013-01-01","2013-12-31",13430,136580
"Inorganics, Minor, Non-metals","2014-01-01","2014-12-31",12267,111685
"Inorganics, Minor, Non-metals","2015-01-01","2015-12-31",7406,57877
"Inorganics, Minor, Non-metals","2016-01-01","2016-12-31",562,2253
"Organics, Other","1800-01-01","1800-12-31",0,0
"Organics, Other","1801-01-01","1801-12-31",0,0
"Organics, Other","1802-01-01","1802-12-31",0,0
"Organics, Other","1803-01-01","1803-12-31",0,0
"Organics, Other","1804-01-01","1804-12-31",0,0
"Organics, Other","1805-01-01","1805-12-31",0,0
"Organics, Other","1806-01-01","1806-12-31",0,0
"Organics, Other","1807-01-01","1807-12-31",0,0
"Organics, Other","1808-01-01","1808-12-31",0,0
"Organics, Other","1809-01-01","1809-12-31",0,0
"Organics, Other","1810-01-01","1810-12-31",0,0
"Organics, Other","1811-01-01","1811-12-31",0,0
"Organics, Other","1812-01-01","1812-12-31",0,0
"Organics, Other","1813-01-01","1813-12-31",0,0
"Organics, Other","1814-01-01","1814-12-31",0,0
"Organics, Other","1815-01-01","1815-12-31",0,0
"Organics, Other","1816-01-01","1816-12-31",0,0
"Organics, Other","1817-01-01","1817-12-31",0,0
"Organics, Other","1818-01-01","1818-12-31",0,0
"Organics, Other","1819-01-01","1819-12-31",0,0
"Organics, Other","1820-01-01","1820-12-31",0,0
"Organics, Other","1821-01-01","1821-12-31",0,0
"Organics, Other","1822-01-01","1822-12-31",0,0
"Organics, Other","1823-01-01","1823-12-31",0,0
"Organics, Other","1824-01-01","1824-12-31",0,0
"Organics, Other","1825-01-01","1825-12-31",0,0
"Organics, Other","1826-01-01","1826-12-31",0,0
"Organics, Other","1827-01-01","1827-12-31",0,0
"Organics, Other","1828-01-01","1828-12-31",0,0
"Organics, Other","1829-01-01","1829-12-31",0,0
"Organics, Other","1830-01-01","1830-12-31",0,0
"Organics, Other","1831-01-01","1831-12-31",0,0
"Organics, Other","1832-01-01","1832-12-31",0,0
"Organics, Other","1833-01-01","1833-12-31",0,0
"Organics, Other","1834-01-01","1834-12-31",0,0
"Organics, Other","1835-01-01","1835-12-31",0,0
"Organics, Other","1836-01-01","1836-12-31",0,0
"Organics, Other","1837-01-01","1837-12-31",0,0
"Organics, Other","1838-01-01","1838-12-31",0,0
"Organics, Other","1839-01-01","1839-12-31",0,0
"Organics, Other","1840-01-01","1840-12-31",0,0
"Organics, Other","1841-01-01","1841-12-31",0,0
"Organics, Other","1842-01-01","1842-12-31",0,0
"Organics, Other","1843-01-01","1843-12-31",0,0
"Organics, Other","1844-01-01","1844-12-31",0,0
"Organics, Other","1845-01-01","1845-12-31",0,0
"Organics, Other","1846-01-01","1846-12-31",0,0
"Organics, Other","1847-01-01","1847-12-31",0,0
"Organics, Other","1848-01-01","1848-12-31",0,0
"Organics, Other","1849-01-01","1849-12-31",0,0
"Organics, Other","1850-01-01","1850-12-31",0,0
"Organics, Other","1851-01-01","1851-12-31",0,0
"Organics, Other","1852-01-01","1852-12-31",0,0
"Organics, Other","1853-01-01","1853-12-31",0,0
"Organics, Other","1854-01-01","1854-12-31",0,0
"Organics, Other","1855-01-01","1855-12-31",0,0
"Organics, Other","1856-01-01","1856-12-31",0,0
"Organics, Other","1857-01-01","1857-12-31",0,0
"Organics, Other","1858-01-01","1858-12-31",0,0
"Organics, Other","1859-01-01","1859-12-31",0,0
"Organics, Other","1860-01-01","1860-12-31",0,0
"Organics, Other","1861-01-01","1861-12-31",0,0
"Organics, Other","1862-01-01","1862-12-31",0,0
"Organics, Other","1863-01-01","1863-12-31",0,0
"Organics, Other","1864-01-01","1864-12-31",0,0
"Organics, Other","1865-01-01","1865-12-31",0,0
"Organics, Other","1866-01-01","1866-12-31",0,0
"Organics, Other","1867-01-01","1867-12-31",0,0
"Organics, Other","1868-01-01","1868-12-31",0,0
"Organics, Other","1869-01-01","1869-12-31",0,0
"Organics, Other","1870-01-01","1870-12-31",0,0
"Organics, Other","1871-01-01","1871-12-31",0,0
"Organics, Other","1872-01-01","1872-12-31",0,0
"Organics, Other","1873-01-01","1873-12-31",0,0
"Organics, Other","1874-01-01","1874-12-31",0,0
"Organics, Other","1875-01-01","1875-12-31",0,0
"Organics, Other","1876-01-01","1876-12-31",0,0
"Organics, Other","1877-01-01","1877-12-31",0,0
"Organics, Other","1878-01-01","1878-12-31",0,0
"Organics, Other","1879-01-01","1879-12-31",0,0
"Organics, Other","1880-01-01","1880-12-31",0,0
"Organics, Other","1881-01-01","1881-12-31",0,0
"Organics, Other","1882-01-01","1882-12-31",0,0
"Organics, Other","1883-01-01","1883-12-31",0,0
"Organics, Other","1884-01-01","1884-12-31",0,0
"Organics, Other","1885-01-01","1885-12-31",0,0
"Organics, Other","1886-01-01","1886-12-31",0,0
"Organics, Other","1887-01-01","1887-12-31",0,0
"Organics, Other","1888-01-01","1888-12-31",0,0
"Organics, Other","1889-01-01","1889-12-31",0,0
"Organics, Other","1890-01-01","1890-12-31",0,0
"Organics, Other","1891-01-01","1891-12-31",0,0
"Organics, Other","1892-01-01","1892-12-31",0,0
"Organics, Other","1893-01-01","1893-12-31",0,0
"Organics, Other","1894-01-01","1894-12-31",0,0
"Organics, Other","1895-01-01","1895-12-31",0,0
"Organics, Other","1896-01-01","1896-12-31",0,0
"Organics, Other","1897-01-01","1897-12-31",0,0
"Organics, Other","1898-01-01","1898-12-31",0,0
"Organics, Other","1899-01-01","1899-12-31",2,252
"Organics, Other","1900-01-01","1900-12-31",1,2
"Organics, Other","1901-01-01","1901-12-31",2,3
"Organics, Other","1902-01-01","1902-12-31",0,0
"Organics, Other","1903-01-01","1903-12-31",0,0
"Organics, Other","1904-01-01","1904-12-31",1,1
"Organics, Other","1905-01-01","1905-12-31",1,1
"Organics, Other","1906-01-01","1906-12-31",1,1
"Organics, Other","1907-01-01","1907-12-31",0,0
"Organics, Other","1908-01-01","1908-12-31",4,5
"Organics, Other","1909-01-01","1909-12-31",1,1
"Organics, Other","1910-01-01","1910-12-31",0,0
"Organics, Other","1911-01-01","1911-12-31",0,0
"Organics, Other","1912-01-01","1912-12-31",1,1
"Organics, Other","1913-01-01","1913-12-31",1,1
"Organics, Other","1914-01-01","1914-12-31",0,0
"Organics, Other","1915-01-01","1915-12-31",3,3
"Organics, Other","1916-01-01","1916-12-31",0,0
"Organics, Other","1917-01-01","1917-12-31",1,1
"Organics, Other","1918-01-01","1918-12-31",3,4
"Organics, Other","1919-01-01","1919-12-31",1,1
"Organics, Other","1920-01-01","1920-12-31",0,0
"Organics, Other","1921-01-01","1921-12-31",0,0
"Organics, Other","1922-01-01","1922-12-31",0,0
"Organics, Other","1923-01-01","1923-12-31",0,0
"Organics, Other","1924-01-01","1924-12-31",2,2
"Organics, Other","1925-01-01","1925-12-31",1,1
"Organics, Other","1926-01-01","1926-12-31",1,1
"Organics, Other","1927-01-01","1927-12-31",0,0
"Organics, Other","1928-01-01","1928-12-31",0,0
"Organics, Other","1929-01-01","1929-12-31",5,5
"Organics, Other","1930-01-01","1930-12-31",3,4
"Organics, Other","1931-01-01","1931-12-31",1,11
"Organics, Other","1932-01-01","1932-12-31",1,1
"Organics, Other","1933-01-01","1933-12-31",6,6
"Organics, Other","1934-01-01","1934-12-31",0,0
"Organics, Other","1935-01-01","1935-12-31",4,5
"Organics, Other","1936-01-01","1936-12-31",3,6
"Organics, Other","1937-01-01","1937-12-31",1,2
"Organics, Other","1938-01-01","1938-12-31",1,3
"Organics, Other","1939-01-01","1939-12-31",1,1
"Organics, Other","1940-01-01","1940-12-31",1,1
"Organics, Other","1941-01-01","1941-12-31",5,8
"Organics, Other","1942-01-01","1942-12-31",4,8
"Organics, Other","1943-01-01","1943-12-31",9,17
"Organics, Other","1944-01-01","1944-12-31",0,0
"Organics, Other","1945-01-01","1945-12-31",5,8
"Organics, Other","1946-01-01","1946-12-31",4,6
"Organics, Other","1947-01-01","1947-12-31",6,6
"Organics, Other","1948-01-01","1948-12-31",3,4
"Organics, Other","1949-01-01","1949-12-31",1,1
"Organics, Other","1950-01-01","1950-12-31",4,9
"Organics, Other","1951-01-01","1951-12-31",7,50
"Organics, Other","1952-01-01","1952-12-31",8,26
"Organics, Other","1953-01-01","1953-12-31",4,34
"Organics, Other","1954-01-01","1954-12-31",10,42
"Organics, Other","1955-01-01","1955-12-31",5,24
"Organics, Other","1956-01-01","1956-12-31",5,28
"Organics, Other","1957-01-01","1957-12-31",19,51
"Organics, Other","1958-01-01","1958-12-31",33,85
"Organics, Other","1959-01-01","1959-12-31",129,282
"Organics, Other","1960-01-01","1960-12-31",274,580
"Organics, Other","1961-01-01","1961-12-31",405,971
"Organics, Other","1962-01-01","1962-12-31",670,1489
"Organics, Other","1963-01-01","1963-12-31",715,1508
"Organics, Other","1964-01-01","1964-12-31",701,1830
"Organics, Other","1965-01-01","1965-12-31",812,2195
"Organics, Other","1966-01-01","1966-12-31",1221,3415
"Organics, Other","1967-01-01","1967-12-31",1017,2552
"Organics, Other","1968-01-01","1968-12-31",1079,2991
"Organics, Other","1969-01-01","1969-12-31",1517,5195
"Organics, Other","1970-01-01","1970-12-31",1896,7192
"Organics, Other","1971-01-01","1971-12-31",2856,12404
"Organics, Other","1972-01-01","1972-12-31",3233,12852
"Organics, Other","1973-01-01","1973-12-31",4023,16159
"Organics, Other","1974-01-01","1974-12-31",4833,23827
"Organics, Other","1975-01-01","1975-12-31",6464,33082
"Organics, Other","1976-01-01","1976-12-31",6880,35105
"Organics, Other","1977-01-01","1977-12-31",6252,34676
"Organics, Other","1978-01-01","1978-12-31",6385,39084
"Organics, Other","1979-01-01","1979-12-31",6908,40209
"Organics, Other","1980-01-01","1980-12-31",8886,49246
"Organics, Other","1981-01-01","1981-12-31",6799,46308
"Organics, Other","1982-01-01","1982-12-31",5885,52452
"Organics, Other","1983-01-01","1983-12-31",5393,54847
"Organics, Other","1984-01-01","1984-12-31",5494,77532
"Organics, Other","1985-01-01","1985-12-31",6320,95054
"Organics, Other","1986-01-01","1986-12-31",6544,100897
"Organics, Other","1987-01-01","1987-12-31",7445,132802
"Organics, Other","1988-01-01","1988-12-31",7285,143279
"Organics, Other","1989-01-01","1989-12-31",7554,159773
"Organics, Other","1990-01-01","1990-12-31",6488,136712
"Organics, Other","1991-01-01","1991-12-31",6273,154005
"Organics, Other","1992-01-01","1992-12-31",6581,177915
"Organics, Other","1993-01-01","1993-12-31",7780,207025
"Organics, Other","1994-01-01","1994-12-31",8646,242524
"Organics, Other","1995-01-01","1995-12-31",7767,243680
"Organics, Other","1996-01-01","1996-12-31",7003,220355
"Organics, Other","1997-01-01","1997-12-31",9111,325756
"Organics, Other","1998-01-01","1998-12-31",9723,325902
"Organics, Other","1999-01-01","1999-12-31",11871,350001
"Organics, Other","2000-01-01","2000-12-31",16358,411402
"Organics, Other","2001-01-01","2001-12-31",17017,385609
"Organics, Other","2002-01-01","2002-12-31",19294,428478
"Organics, Other","2003-01-01","2003-12-31",18945,413678
"Organics, Other","2004-01-01","2004-12-31",21433,544303
"Organics, Other","2005-01-01","2005-12-31",21493,803583
"Organics, Other","2006-01-01","2006-12-31",21125,709341
"Organics, Other","2007-01-01","2007-12-31",22149,768625
"Organics, Other","2008-01-01","2008-12-31",18203,606274
"Organics, Other","2009-01-01","2009-12-31",16991,461348
"Organics, Other","2010-01-01","2010-12-31",16450,490023
"Organics, Other","2011-01-01","2011-12-31",16023,447373
"Organics, Other","2012-01-01","2012-12-31",15130,402908
"Organics, Other","2013-01-01","2013-12-31",14706,400659
"Organics, Other","2014-01-01","2014-12-31",13286,393416
"Organics, Other","2015-01-01","2015-12-31",7965,265715
"Organics, Other","2016-01-01","2016-12-31",939,8860
"Organics, Pesticide","1800-01-01","1800-12-31",0,0
"Organics, Pesticide","1801-01-01","1801-12-31",0,0
"Organics, Pesticide","1802-01-01","1802-12-31",0,0
"Organics, Pesticide","1803-01-01","1803-12-31",0,0
"Organics, Pesticide","1804-01-01","1804-12-31",0,0
"Organics, Pesticide","1805-01-01","1805-12-31",0,0
"Organics, Pesticide","1806-01-01","1806-12-31",0,0
"Organics, Pesticide","1807-01-01","1807-12-31",0,0
"Organics, Pesticide","1808-01-01","1808-12-31",0,0
"Organics, Pesticide","1809-01-01","1809-12-31",0,0
"Organics, Pesticide","1810-01-01","1810-12-31",0,0
"Organics, Pesticide","1811-01-01","1811-12-31",0,0
"Organics, Pesticide","1812-01-01","1812-12-31",0,0
"Organics, Pesticide","1813-01-01","1813-12-31",0,0
"Organics, Pesticide","1814-01-01","1814-12-31",0,0
"Organics, Pesticide","1815-01-01","1815-12-31",0,0
"Organics, Pesticide","1816-01-01","1816-12-31",0,0
"Organics, Pesticide","1817-01-01","1817-12-31",0,0
"Organics, Pesticide","1818-01-01","1818-12-31",0,0
"Organics, Pesticide","1819-01-01","1819-12-31",0,0
"Organics, Pesticide","1820-01-01","1820-12-31",0,0
"Organics, Pesticide","1821-01-01","1821-12-31",0,0
"Organics, Pesticide","1822-01-01","1822-12-31",0,0
"Organics, Pesticide","1823-01-01","1823-12-31",0,0
"Organics, Pesticide","1824-01-01","1824-12-31",0,0
"Organics, Pesticide","1825-01-01","1825-12-31",0,0
"Organics, Pesticide","1826-01-01","1826-12-31",0,0
"Organics, Pesticide","1827-01-01","1827-12-31",0,0
"Organics, Pesticide","1828-01-01","1828-12-31",0,0
"Organics, Pesticide","1829-01-01","1829-12-31",0,0
"Organics, Pesticide","1830-01-01","1830-12-31",0,0
"Organics, Pesticide","1831-01-01","1831-12-31",0,0
"Organics, Pesticide","1832-01-01","1832-12-31",0,0
"Organics, Pesticide","1833-01-01","1833-12-31",0,0
"Organics, Pesticide","1834-01-01","1834-12-31",0,0
"Organics, Pesticide","1835-01-01","1835-12-31",0,0
"Organics, Pesticide","1836-01-01","1836-12-31",0,0
"Organics, Pesticide","1837-01-01","1837-12-31",0,0
"Organics, Pesticide","1838-01-01","1838-12-31",0,0
"Organics, Pesticide","1839-01-01","1839-12-31",0,0
"Organics, Pesticide","1840-01-01","1840-12-31",0,0
"Organics, Pesticide","1841-01-01","1841-12-31",0,0
"Organics, Pesticide","1842-01-01","1842-12-31",0,0
"Organics, Pesticide","1843-01-01","1843-12-31",0,0
"Organics, Pesticide","1844-01-01","1844-12-31",0,0
"Organics, Pesticide","1845-01-01","1845-12-31",0,0
"Organics, Pesticide","1846-01-01","1846-12-31",0,0
"Organics, Pesticide","1847-01-01","1847-12-31",0,0
"Organics, Pesticide","1848-01-01","1848-12-31",0,0
"Organics, Pesticide","1849-01-01","1849-12-31",0,0
"Organics, Pesticide","1850-01-01","1850-12-31",0,0
"Organics, Pesticide","1851-01-01","1851-12-31",0,0
"Organics, Pesticide","1852-01-01","1852-12-31",0,0
"Organics, Pesticide","1853-01-01","1853-12-31",0,0
"Organics, Pesticide","1854-01-01","1854-12-31",0,0
"Organics, Pesticide","1855-01-01","1855-12-31",0,0
"Organics, Pesticide","1856-01-01","1856-12-31",0,0
"Organics, Pesticide","1857-01-01","1857-12-31",0,0
"Organics, Pesticide","1858-01-01","1858-12-31",0,0
"Organics, Pesticide","1859-01-01","1859-12-31",0,0
"Organics, Pesticide","1860-01-01","1860-12-31",0,0
"Organics, Pesticide","1861-01-01","1861-12-31",0,0
"Organics, Pesticide","1862-01-01","1862-12-31",0,0
"Organics, Pesticide","1863-01-01","1863-12-31",0,0
"Organics, Pesticide","1864-01-01","1864-12-31",0,0
"Organics, Pesticide","1865-01-01","1865-12-31",0,0
"Organics, Pesticide","1866-01-01","1866-12-31",0,0
"Organics, Pesticide","1867-01-01","1867-12-31",0,0
"Organics, Pesticide","1868-01-01","1868-12-31",0,0
"Organics, Pesticide","1869-01-01","1869-12-31",0,0
"Organics, Pesticide","1870-01-01","1870-12-31",0,0
"Organics, Pesticide","1871-01-01","1871-12-31",0,0
"Organics, Pesticide","1872-01-01","1872-12-31",0,0
"Organics, Pesticide","1873-01-01","1873-12-31",0,0
"Organics, Pesticide","1874-01-01","1874-12-31",0,0
"Organics, Pesticide","1875-01-01","1875-12-31",0,0
"Organics, Pesticide","1876-01-01","1876-12-31",0,0
"Organics, Pesticide","1877-01-01","1877-12-31",0,0
"Organics, Pesticide","1878-01-01","1878-12-31",0,0
"Organics, Pesticide","1879-01-01","1879-12-31",0,0
"Organics, Pesticide","1880-01-01","1880-12-31",0,0
"Organics, Pesticide","1881-01-01","1881-12-31",0,0
"Organics, Pesticide","1882-01-01","1882-12-31",0,0
"Organics, Pesticide","1883-01-01","1883-12-31",0,0
"Organics, Pesticide","1884-01-01","1884-12-31",0,0
"Organics, Pesticide","1885-01-01","1885-12-31",0,0
"Organics, Pesticide","1886-01-01","1886-12-31",0,0
"Organics, Pesticide","1887-01-01","1887-12-31",0,0
"Organics, Pesticide","1888-01-01","1888-12-31",0,0
"Organics, Pesticide","1889-01-01","1889-12-31",0,0
"Organics, Pesticide","1890-01-01","1890-12-31",0,0
"Organics, Pesticide","1891-01-01","1891-12-31",0,0
"Organics, Pesticide","1892-01-01","1892-12-31",0,0
"Organics, Pesticide","1893-01-01","1893-12-31",0,0
"Organics, Pesticide","1894-01-01","1894-12-31",0,0
"Organics, Pesticide","1895-01-01","1895-12-31",0,0
"Organics, Pesticide","1896-01-01","1896-12-31",0,0
"Organics, Pesticide","1897-01-01","1897-12-31",0,0
"Organics, Pesticide","1898-01-01","1898-12-31",0,0
"Organics, Pesticide","1899-01-01","1899-12-31",2,59
"Organics, Pesticide","1900-01-01","1900-12-31",0,0
"Organics, Pesticide","1901-01-01","1901-12-31",0,0
"Organics, Pesticide","1902-01-01","1902-12-31",0,0
"Organics, Pesticide","1903-01-01","1903-12-31",0,0
"Organics, Pesticide","1904-01-01","1904-12-31",0,0
"Organics, Pesticide","1905-01-01","1905-12-31",0,0
"Organics, Pesticide","1906-01-01","1906-12-31",0,0
"Organics, Pesticide","1907-01-01","1907-12-31",0,0
"Organics, Pesticide","1908-01-01","1908-12-31",0,0
"Organics, Pesticide","1909-01-01","1909-12-31",0,0
"Organics, Pesticide","1910-01-01","1910-12-31",0,0
"Organics, Pesticide","1911-01-01","1911-12-31",0,0
"Organics, Pesticide","1912-01-01","1912-12-31",1,1
"Organics, Pesticide","1913-01-01","1913-12-31",0,0
"Organics, Pesticide","1914-01-01","1914-12-31",0,0
"Organics, Pesticide","1915-01-01","1915-12-31",0,0
"Organics, Pesticide","1916-01-01","1916-12-31",0,0
"Organics, Pesticide","1917-01-01","1917-12-31",0,0
"Organics, Pesticide","1918-01-01","1918-12-31",0,0
"Organics, Pesticide","1919-01-01","1919-12-31",0,0
"Organics, Pesticide","1920-01-01","1920-12-31",0,0
"Organics, Pesticide","1921-01-01","1921-12-31",0,0
"Organics, Pesticide","1922-01-01","1922-12-31",0,0
"Organics, Pesticide","1923-01-01","1923-12-31",0,0
"Organics, Pesticide","1924-01-01","1924-12-31",0,0
"Organics, Pesticide","1925-01-01","1925-12-31",1,22
"Organics, Pesticide","1926-01-01","1926-12-31",0,0
"Organics, Pesticide","1927-01-01","1927-12-31",0,0
"Organics, Pesticide","1928-01-01","1928-12-31",0,0
"Organics, Pesticide","1929-01-01","1929-12-31",0,0
"Organics, Pesticide","1930-01-01","1930-12-31",0,0
"Organics, Pesticide","1931-01-01","1931-12-31",0,0
"Organics, Pesticide","1932-01-01","1932-12-31",0,0
"Organics, Pesticide","1933-01-01","1933-12-31",0,0
"Organics, Pesticide","1934-01-01","1934-12-31",0,0
"Organics, Pesticide","1935-01-01","1935-12-31",0,0
"Organics, Pesticide","1936-01-01","1936-12-31",0,0
"Organics, Pesticide","1937-01-01","1937-12-31",0,0
"Organics, Pesticide","1938-01-01","1938-12-31",1,4
"Organics, Pesticide","1939-01-01","1939-12-31",0,0
"Organics, Pesticide","1940-01-01","1940-12-31",0,0
"Organics, Pesticide","1941-01-01","1941-12-31",0,0
"Organics, Pesticide","1942-01-01","1942-12-31",0,0
"Organics, Pesticide","1943-01-01","1943-12-31",0,0
"Organics, Pesticide","1944-01-01","1944-12-31",0,0
"Organics, Pesticide","1945-01-01","1945-12-31",0,0
"Organics, Pesticide","1946-01-01","1946-12-31",0,0
"Organics, Pesticide","1947-01-01","1947-12-31",0,0
"Organics, Pesticide","1948-01-01","1948-12-31",0,0
"Organics, Pesticide","1949-01-01","1949-12-31",0,0
"Organics, Pesticide","1950-01-01","1950-12-31",0,0
"Organics, Pesticide","1951-01-01","1951-12-31",0,0
"Organics, Pesticide","1952-01-01","1952-12-31",0,0
"Organics, Pesticide","1953-01-01","1953-12-31",0,0
"Organics, Pesticide","1954-01-01","1954-12-31",0,0
"Organics, Pesticide","1955-01-01","1955-12-31",0,0
"Organics, Pesticide","1956-01-01","1956-12-31",0,0
"Organics, Pesticide","1957-01-01","1957-12-31",0,0
"Organics, Pesticide","1958-01-01","1958-12-31",1,6
"Organics, Pesticide","1959-01-01","1959-12-31",0,0
"Organics, Pesticide","1960-01-01","1960-12-31",1,42
"Organics, Pesticide","1961-01-01","1961-12-31",0,0
"Organics, Pesticide","1962-01-01","1962-12-31",0,0
"Organics, Pesticide","1963-01-01","1963-12-31",0,0
"Organics, Pesticide","1964-01-01","1964-12-31",0,0
"Organics, Pesticide","1965-01-01","1965-12-31",10,99
"Organics, Pesticide","1966-01-01","1966-12-31",3,165
"Organics, Pesticide","1967-01-01","1967-12-31",82,1143
